topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,works_count
T13908,Scientific and Historical Analyses,1211,Philosophy,12,Arts and Humanities,2,Social Sciences,25224
T13765,Social Science and Policy Research,3300,General Social Sciences,33,Social Sciences,2,Social Sciences,25172
T12315,Older Adults Driving Studies,3612,"Physical Therapy, Sports Therapy and Rehabilitation",36,Health Professions,4,Health Sciences,25127
T11820,Learning Styles and Cognitive Differences,3204,Developmental and Educational Psychology,32,Psychology,2,Social Sciences,25125
T12665,Bamboo properties and applications,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,25111
T11873,PAPR reduction in OFDM,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,25103
T12442,Thermal Radiation and Cooling Technologies,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences,25086
T14421,Educational Philosophies and Pedagogies,3304,Education,33,Social Sciences,2,Social Sciences,25000
T12707,Vehicle License Plate Recognition,2214,Media Technology,22,Engineering,3,Physical Sciences,24991
T11947,Molten salt chemistry and electrochemical processes,1507,Fluid Flow and Transfer Processes,15,Chemical Engineering,3,Physical Sciences,24965
T12730,"Weber, Simmel, Sociological Theory",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,24953
T12212,CNS Lymphoma Diagnosis and Treatment,2728,Neurology,27,Medicine,4,Health Sciences,24949
T13299,Educational Leadership and Administration,3304,Education,33,Social Sciences,2,Social Sciences,24937
T12997,Outdoor and Experiential Education,3207,Social Psychology,32,Psychology,2,Social Sciences,24926
T14171,"Education, Law, and Society",3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,24917
T11188,Coagulation and Flocculation Studies,2312,Water Science and Technology,23,Environmental Science,3,Physical Sciences,24904
T12466,Near-Field Optical Microscopy,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,24904
T12612,Strong Light-Matter Interactions,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences,24896
T12738,Corporate Identity and Reputation,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences,24879
T13361,Coconut Research and Applications,1604,Inorganic Chemistry,16,Chemistry,3,Physical Sciences,24867
T14417,Central Asia Education and Culture,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,24849
T14344,Pathogenesis and Treatment of Hiccups,2737,Physiology,27,Medicine,4,Health Sciences,24833
T12406,IoT and GPS-based Vehicle Safety Systems,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,24819
T14213,Global Politics and Economy,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,24757
T12284,Emotional Labor in Professions,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,24732
T14007,Indigenous and Place-Based Education,3304,Education,33,Social Sciences,2,Social Sciences,24711
T12272,Cardiovascular Conditions and Treatments,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences,24709
T12216,Network Time Synchronization Technologies,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences,24693
T13410,Immune responses and vaccinations,2403,Immunology,24,Immunology and Microbiology,1,Life Sciences,24672
T13492,"Science, Technology, and Education in Latin America",3317,Demography,33,Social Sciences,2,Social Sciences,24650
T12846,Ginkgo biloba and Cashew Applications,2707,Complementary and alternative medicine,27,Medicine,4,Health Sciences,24630
T13286,Modeling and Simulation Systems,1703,Computational Theory and Mathematics,17,Computer Science,3,Physical Sciences,24628
T12152,Concrete Properties and Behavior,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences,24626
T13971,Synthesis and Biological Activity,1306,Cancer Research,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,24569
T13476,Indonesian Election Politics and Participation,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,24560
T11693,Cryptography and Residue Arithmetic,1710,Information Systems,17,Computer Science,3,Physical Sciences,24559
T14136,Education and Military Integration,3304,Education,33,Social Sciences,2,Social Sciences,24538
T13626,Educational and Organizational Development,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences,24497
T13165,Agricultural safety and regulations,1106,Food Science,11,Agricultural and Biological Sciences,1,Life Sciences,24478
T12053,Minimally Invasive Surgical Techniques,2746,Surgery,27,Medicine,4,Health Sciences,24475
T13004,Vitamin K Research Studies,2916,Nutrition and Dietetics,29,Nursing,4,Health Sciences,24427
T12484,Retinopathy of Prematurity Studies,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences,24355
T13720,Benford’s Law and Fraud Detection,2613,Statistics and Probability,26,Mathematics,3,Physical Sciences,24314
T12176,Optimization and Packing Problems,2209,Industrial and Manufacturing Engineering,22,Engineering,3,Physical Sciences,24306
T12007,Plasma and Flow Control in Aerodynamics,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences,24257
T12989,Ocular Disorders and Treatments,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,24257
T12401,Scheduling and Timetabling Solutions,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences,24225
T13767,Leech Biology and Applications,2736,Pharmacology,27,Medicine,4,Health Sciences,24217
T11015,Down syndrome and intellectual disability research,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,24209
T13776,Phytochemical and Pharmacological Studies,2707,Complementary and alternative medicine,27,Medicine,4,Health Sciences,24200
T13201,Infectious Encephalopathies and Encephalitis,2725,Infectious Diseases,27,Medicine,4,Health Sciences,24195
T12684,Stuttering Research and Treatment,3203,Clinical Psychology,32,Psychology,2,Social Sciences,24150
T12200,Heusler alloys: electronic and magnetic properties,2504,"Electronic, Optical and Magnetic Materials",25,Materials Science,3,Physical Sciences,24117
T13821,Coaching Methods and Impact,3202,Applied Psychology,32,Psychology,2,Social Sciences,24113
T13366,Accounting Theory and Financial Reporting,1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences,24111
T13047,Pharmacological Receptor Mechanisms and Effects,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,24106
T12404,Mathematical Approximation and Integration,2612,Numerical Analysis,26,Mathematics,3,Physical Sciences,24088
T13214,Powdery Mildew Fungal Diseases,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,24067
T12183,Teratomas and Epidermoid Cysts,2746,Surgery,27,Medicine,4,Health Sciences,24056
T14294,Impulse Buying and Technology Impacts,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,24053
T12696,Icing and De-icing Technologies,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences,24041
T13479,Food Science and Nutritional Studies,2916,Nutrition and Dietetics,29,Nursing,4,Health Sciences,24033
T13813,Oral and Craniofacial Lesions,3616,Speech and Hearing,36,Health Professions,4,Health Sciences,24022
T12174,Hospital Admissions and Outcomes,2711,Emergency Medicine,27,Medicine,4,Health Sciences,24018
T13779,Cancer Mechanisms and Therapy,2734,Pathology and Forensic Medicine,27,Medicine,4,Health Sciences,24016
T12357,Digital Media Forensic Detection,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences,24013
T10931,Direction-of-Arrival Estimation Techniques,1711,Signal Processing,17,Computer Science,3,Physical Sciences,23985
T14146,Earthquake and Tsunami Effects,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences,23913
T13428,Anarchism and Radical Politics,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,23850
T13517,Environmental and Industrial Safety,2305,Environmental Engineering,23,Environmental Science,3,Physical Sciences,23844
T12778,History of Medicine and Tropical Health,1202,History,12,Arts and Humanities,2,Social Sciences,23809
T11498,Security in Wireless Sensor Networks,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences,23757
T12608,Spatial Neglect and Hemispheric Dysfunction,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences,23708
T13588,Regional resilience and development,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,23690
T12088,Intergenerational and Educational Inequality Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,23683
T13371,Military Defense Systems Analysis,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences,23647
T13380,Sound Studies and Aurality,3205,Experimental and Cognitive Psychology,32,Psychology,2,Social Sciences,23635
T12814,Gaussian Processes and Bayesian Inference,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,23619
T13446,"Antioxidants, Aging, Portulaca oleracea",2804,Cellular and Molecular Neuroscience,28,Neuroscience,1,Life Sciences,23599
T12966,Russian Literature and Bakhtin Studies,3304,Education,33,Social Sciences,2,Social Sciences,23593
T12393,Workplace Spirituality and Leadership,3317,Demography,33,Social Sciences,2,Social Sciences,23551
T13841,Psychology of Social Influence,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,23539
T11504,Advanced Authentication Protocols Security,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences,23519
T13378,Agricultural Development and Policies,1102,Agronomy and Crop Science,11,Agricultural and Biological Sciences,1,Life Sciences,23511
T13576,"Cyprus History, Politics, Society",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,23483
T13620,Education for Peace and Conflict Resolution,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,23466
T13527,Transportation Systems and Logistics,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences,23463
T13718,Media Influence and Politics,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,23458
T14438,Advanced Scientific Research Methods,1106,Food Science,11,Agricultural and Biological Sciences,1,Life Sciences,23457
T14126,Intramuscular injections and effects,2711,Emergency Medicine,27,Medicine,4,Health Sciences,23433
T13313,Dupuytren's Contracture and Treatments,2745,Rheumatology,27,Medicine,4,Health Sciences,23406
T14097,Chemistry Education and Research,3304,Education,33,Social Sciences,2,Social Sciences,23370
T13263,Building energy efficiency and sustainability,2215,Building and Construction,22,Engineering,3,Physical Sciences,23366
T14170,Classical Studies and Philology,1203,Language and Linguistics,12,Arts and Humanities,2,Social Sciences,23347
T13725,Pineapple and bromelain studies,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,23333
T12285,Surface Chemistry and Catalysis,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,23330
T12474,Education Discipline and Inequality,3304,Education,33,Social Sciences,2,Social Sciences,23290
T13799,Media and Communication Studies,3315,Communication,33,Social Sciences,2,Social Sciences,23258
T12000,Systems Engineering Methodologies and Applications,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences,23226
T13495,Biographical and Historical Analysis,1202,History,12,Arts and Humanities,2,Social Sciences,23209
T12962,Nephrotoxicity and Medicinal Plants,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences,23179
T13063,Education and experiences of immigrants and refugees,3304,Education,33,Social Sciences,2,Social Sciences,23141
T12303,Tensor decomposition and applications,2605,Computational Mathematics,26,Mathematics,3,Physical Sciences,23075
T12980,Family Caregiving in Mental Illness,3203,Clinical Psychology,32,Psychology,2,Social Sciences,23005
T14360,Psidium guajava Extracts and Applications,3004,Pharmacology,30,"Pharmacology, Toxicology and Pharmaceutics",1,Life Sciences,23002
T13230,Synthesis and Reactivity of Heterocycles,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,22967
T12452,Electrowetting and Microfluidic Technologies,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,22965
T12683,Studies on Chitinases and Chitosanases,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,22896
T13764,Political theory and Gramsci,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,22858
T12210,Policy Transfer and Learning,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,22852
T11739,Microwave Imaging and Scattering Analysis,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,22839
T12793,Caveolin-1 and cellular processes,1307,Cell Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,22818
T13878,Case Reports on Hematomas,2746,Surgery,27,Medicine,4,Health Sciences,22797
T13419,Ego Development and Educational Practices,3203,Clinical Psychology,32,Psychology,2,Social Sciences,22788
T11646,Nonlocal and gradient elasticity in micro/nano structures,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,22752
T12143,Place Attachment and Urban Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,22745
T14207,Higher Education Practises and Engagement,3304,Education,33,Social Sciences,2,Social Sciences,22742
T12528,"IL-33, ST2, and ILC Pathways",2403,Immunology,24,Immunology and Microbiology,1,Life Sciences,22692
T14206,Animal Law and Welfare,3308,Law,33,Social Sciences,2,Social Sciences,22691
T12808,Ferroelectric and Negative Capacitance Devices,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,22666
T14429,Global Political and Social Dynamics,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,22629
T13983,Cybersecurity and Information Systems,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences,22620
T13132,"Hydropower, Displacement, Environmental Impact",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,22607
T12533,Aldose Reductase and Taurine,1307,Cell Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,22599
T13563,Chemical Analysis and Environmental Impact,2307,"Health, Toxicology and Mutagenesis",23,Environmental Science,3,Physical Sciences,22593
T12197,Brake Systems and Friction Analysis,2203,Automotive Engineering,22,Engineering,3,Physical Sciences,22590
T13578,Stonefly species taxonomy and ecology,2212,Ocean Engineering,22,Engineering,3,Physical Sciences,22557
T11704,Mobile Crowdsensing and Crowdsourcing,1706,Computer Science Applications,17,Computer Science,3,Physical Sciences,22509
T13852,Seismic and Structural Analysis of Tall Buildings,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences,22492
T13700,Gender Studies and Social Issues,3318,Gender Studies,33,Social Sciences,2,Social Sciences,22400
T12839,Emile Durkheim and Sociology,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,22398
T13039,Magnesium Oxide Properties and Applications,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,22388
T13651,Medicinal Plants and Bioactive Compounds,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,22325
T13336,Religious Freedom and Discrimination,3308,Law,33,Social Sciences,2,Social Sciences,22319
T13904,Artificial Intelligence Applications,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,22280
T14227,Educational Practices and Challenges,3304,Education,33,Social Sciences,2,Social Sciences,22273
T13081,Digital Education and Society,1710,Information Systems,17,Computer Science,3,Physical Sciences,22246
T12521,Death Anxiety and Social Exclusion,3207,Social Psychology,32,Psychology,2,Social Sciences,22171
T12654,Xenotransplantation and immune response,2746,Surgery,27,Medicine,4,Health Sciences,22159
T12878,Pharmaceutical Quality and Counterfeiting,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,22157
T13991,Nuclear Receptors and Signaling,2804,Cellular and Molecular Neuroscience,28,Neuroscience,1,Life Sciences,22157
T12887,Educational Strategies and Epistemologies,3204,Developmental and Educational Psychology,32,Psychology,2,Social Sciences,22142
T14373,Securities Regulation and Market Practices,1406,Marketing,14,"Business, Management and Accounting",2,Social Sciences,22039
T13483,Herbal Medicine Research Studies,2707,Complementary and alternative medicine,27,Medicine,4,Health Sciences,22033
T13571,"Corporeality, Perception, and Education",1200,General Arts and Humanities,12,Arts and Humanities,2,Social Sciences,21961
T13959,"Swearing, Euphemism, Multilingualism",3315,Communication,33,Social Sciences,2,Social Sciences,21957
T11565,Thermoelastic and Magnetoelastic Phenomena,2211,Mechanics of Materials,22,Engineering,3,Physical Sciences,21911
T12772,Control and Stability of Dynamical Systems,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences,21878
T12135,Fuzzy Systems and Optimization,2613,Statistics and Probability,26,Mathematics,3,Physical Sciences,21833
T12526,Antimicrobial agents and applications,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,21827
T13661,Reformed Theology and Governance,1211,Philosophy,12,Arts and Humanities,2,Social Sciences,21814
T14056,Safety Warnings and Signage,3207,Social Psychology,32,Psychology,2,Social Sciences,21812
T12933,Franchising Strategies and Performance,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences,21807
T12628,Polymer Foaming and Composites,2507,Polymers and Plastics,25,Materials Science,3,Physical Sciences,21800
T12063,Heat and Mass Transfer in Porous Media,2206,Computational Mechanics,22,Engineering,3,Physical Sciences,21743
T12723,Hannah Arendt's Political Philosophy,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,21692
T13874,Information Architecture and Usability,1710,Information Systems,17,Computer Science,3,Physical Sciences,21685
T14304,Transport Systems and Technology,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,21640
T12122,Physical Unclonable Functions (PUFs) and Hardware Security,1708,Hardware and Architecture,17,Computer Science,3,Physical Sciences,21632
T12889,"Psychoanalysis, Philosophy, and Politics",3203,Clinical Psychology,32,Psychology,2,Social Sciences,21632
T14177,Water Resources and Management,2303,Ecology,23,Environmental Science,3,Physical Sciences,21617
T13709,Education in Diverse Contexts,3304,Education,33,Social Sciences,2,Social Sciences,21614
T13967,"Conservation, Ecology, Wildlife Education",2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,21565
T12529,Ga2O3 and related materials,2504,"Electronic, Optical and Magnetic Materials",25,Materials Science,3,Physical Sciences,21548
T14060,Education and Communication Studies,3304,Education,33,Social Sciences,2,Social Sciences,21519
T13630,Agriculture Market Analysis Ukraine,1100,General Agricultural and Biological Sciences,11,Agricultural and Biological Sciences,1,Life Sciences,21507
T13441,Ottoman Empire History and Society,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,21474
T12434,Phosphodiesterase function and regulation,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,21470
T13416,Educational Theory and Curriculum Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,21432
T11931,Organoselenium and organotellurium chemistry,3005,Toxicology,30,"Pharmacology, Toxicology and Pharmaceutics",1,Life Sciences,21365
T12865,Tailings Management and Properties,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences,21361
T12269,Effects of Vibration on Health,2732,Orthopedics and Sports Medicine,27,Medicine,4,Health Sciences,21300
T12155,Microwave Dielectric Ceramics Synthesis,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,21264
T12809,Contact Mechanics and Variational Inequalities,1703,Computational Theory and Mathematics,17,Computer Science,3,Physical Sciences,21245
T14341,"Education, Technology, and Ethics",2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,21190
T12580,Vagus Nerve Stimulation Research,2808,Neurology,28,Neuroscience,1,Life Sciences,21176
T14488,Chemical and Physical Studies,1304,Biophysics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,21174
T13805,Adolescent Health and Behaviors,3600,General Health Professions,36,Health Professions,4,Health Sciences,21152
T11802,Chemical Looping and Thermochemical Processes,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,21124
T13812,AI and HR Technologies,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences,21097
T13728,"Crime, Deviance, and Social Control",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,21077
T12943,COVID-19 Digital Contact Tracing,1710,Information Systems,17,Computer Science,3,Physical Sciences,21043
T13895,Educational Leadership and Innovation,3304,Education,33,Social Sciences,2,Social Sciences,20934
T14150,Biochemical and biochemical processes,1305,Biotechnology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,20901
T12371,Electrical Contact Performance and Analysis,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,20898
T12101,Advanced Bandit Algorithms Research,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences,20845
T14454,Polymer Science and Applications,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,20780
T12464,Neurological Complications and Syndromes,2738,Psychiatry and Mental health,27,Medicine,4,Health Sciences,20747
T12326,Network Packet Processing and Optimization,1708,Hardware and Architecture,17,Computer Science,3,Physical Sciences,20644
T13264,Walter Benjamin Studies Compilation,1211,Philosophy,12,Arts and Humanities,2,Social Sciences,20644
T14405,Fisheries and Aquaculture Studies,1100,General Agricultural and Biological Sciences,11,Agricultural and Biological Sciences,1,Life Sciences,20631
T13207,Youth Substance Use and School Attendance,3304,Education,33,Social Sciences,2,Social Sciences,20625
T14043,Historical and modern epidemiology studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,20596
T11525,Piezoelectric Actuators and Control,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences,20544
T13014,Peace and Human Rights Education,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,20521
T13348,Pancasila Values in Education,3304,Education,33,Social Sciences,2,Social Sciences,20459
T13309,Reliability and Agreement in Measurement,1804,"Statistics, Probability and Uncertainty",18,Decision Sciences,2,Social Sciences,20439
T13989,Labour Market and Migration,3318,Gender Studies,33,Social Sciences,2,Social Sciences,20437
T13608,Advanced Computational Techniques in Science and Engineering,1710,Information Systems,17,Computer Science,3,Physical Sciences,20414
T14416,"Health, Technology, Consumer Behavior",3605,Health Information Management,36,Health Professions,4,Health Sciences,20382
T13192,Forensic Fingerprint Detection Methods,3311,Safety Research,33,Social Sciences,2,Social Sciences,20365
T12092,Erosion and Abrasive Machining,2302,Ecological Modeling,23,Environmental Science,3,Physical Sciences,20328
T13671,Philosophy and Phenomenology Studies,3300,General Social Sciences,33,Social Sciences,2,Social Sciences,20327
T12181,Agricultural and Biological Research,1106,Food Science,11,Agricultural and Biological Sciences,1,Life Sciences,20324
T13615,Transportation Systems and Safety,1704,Computer Graphics and Computer-Aided Design,17,Computer Science,3,Physical Sciences,20310
T13761,HIV/AIDS oral health manifestations,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,20300
T14038,"Youth, Politics, and Society",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,20298
T12761,Data Stream Mining Techniques,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,20220
T14138,Life Cycle Costing Analysis,1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences,20196
T13707,"Literature, Language, and Rhetoric Studies",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,20193
T12082,Takotsubo Cardiomyopathy and Associated Phenomena,2705,Cardiology and Cardiovascular Medicine,27,Medicine,4,Health Sciences,20191
T13629,Text Readability and Simplification,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,20166
T13775,Hydrogen's biological and therapeutic effects,2746,Surgery,27,Medicine,4,Health Sciences,20161
T13930,Diverse Education and Engineering Focus,3304,Education,33,Social Sciences,2,Social Sciences,20091
T12978,Innovative Teaching Methodologies in Social Sciences,3304,Education,33,Social Sciences,2,Social Sciences,20069
T14466,"Migration, Health, Geopolitics, Historical Geography",3317,Demography,33,Social Sciences,2,Social Sciences,19987
T13748,Advanced Statistical Modeling Techniques,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences,19938
T14247,"Borges, Kipling, and Jewish Identity",1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,19925
T12491,Superconductivity in MgB2 and Alloys,3104,Condensed Matter Physics,31,Physics and Astronomy,3,Physical Sciences,19907
T13087,Simone de Beauvoir and Sartre,1211,Philosophy,12,Arts and Humanities,2,Social Sciences,19848
T14152,Healthcare Facilities Design and Sustainability,3322,Urban Studies,33,Social Sciences,2,Social Sciences,19848
T12548,Hemostasis and retained surgical items,2720,Hematology,27,Medicine,4,Health Sciences,19800
T13976,Web visibility and informetrics,1710,Information Systems,17,Computer Science,3,Physical Sciences,19798
T12567,Heat transfer and supercritical fluids,2206,Computational Mechanics,22,Engineering,3,Physical Sciences,19792
T14031,Global and Cross-Cultural Management,3314,Anthropology,33,Social Sciences,2,Social Sciences,19763
T13512,Spatial and Cultural Studies,3305,"Geography, Planning and Development",33,Social Sciences,2,Social Sciences,19704
T12551,Forgiveness and Related Behaviors,3207,Social Psychology,32,Psychology,2,Social Sciences,19699
T11790,N-Heterocyclic Carbenes in Organic and Inorganic Chemistry,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,19683
T14326,Ear and Head Tumors,2730,Oncology,27,Medicine,4,Health Sciences,19621
T13943,Beetle Biology and Toxicology Studies,1306,Cancer Research,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,19589
T13455,"Decadence, Literature, and Society",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,19566
T12368,Grey System Theory Applications,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences,19548
T14375,"Cultural, Linguistic, Economic Studies",3300,General Social Sciences,33,Social Sciences,2,Social Sciences,19533
T14014,Transportation Systems and Infrastructure,1405,Management of Technology and Innovation,14,"Business, Management and Accounting",2,Social Sciences,19510
T14350,"Innovation, Sustainability, Human-Machine Systems",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,19481
T13480,Innovations and Analysis in Business and Education,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences,19451
T13328,Osteomyelitis and Bone Disorders Research,2745,Rheumatology,27,Medicine,4,Health Sciences,19433
T12247,Microbial Applications in Construction Materials,2305,Environmental Engineering,23,Environmental Science,3,Physical Sciences,19415
T12820,Chromatin Remodeling and Cancer,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,19359
T13254,Macrophage Migration Inhibitory Factor,2403,Immunology,24,Immunology and Microbiology,1,Life Sciences,19316
T12883,Sustainable Development and Environmental Management,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,19213
T13219,Mind wandering and attention,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences,19160
T13906,Social Issues and Policies,3311,Safety Research,33,Social Sciences,2,Social Sciences,19157
T13232,Laser-Ablation Synthesis of Nanoparticles,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,19089
T13985,Enterprise Management and Information Systems,1405,Management of Technology and Innovation,14,"Business, Management and Accounting",2,Social Sciences,19073
T14398,Agriculture and Social Issues,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,19055
T13115,Axial and Atropisomeric Chirality Synthesis,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,18961
T14370,"Economic, Social, and Health Studies",2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,18954
T12079,IoT Networks and Protocols,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,18924
T14319,Currency Recognition and Detection,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences,18923
T13857,Mining and Industrial Processes,1106,Food Science,11,Agricultural and Biological Sciences,1,Life Sciences,18914
T12740,Gait Recognition and Analysis,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,18901
T12643,Sustainability and Ecological Systems Analysis,2305,Environmental Engineering,23,Environmental Science,3,Physical Sciences,18893
T12601,Web Applications and Data Management,1710,Information Systems,17,Computer Science,3,Physical Sciences,18830
T12131,Wireless Signal Modulation Classification,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,18818
T13549,Minority Rights and Languages,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,18807
T13397,Hallucinations in medical conditions,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences,18780
T13149,Organizational Change and Leadership,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences,18770
T14188,Latin American Legal and Economic Studies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,18679
T13833,Ferrocene Chemistry and Applications,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,18607
T14016,International Relations and Autism,3322,Urban Studies,33,Social Sciences,2,Social Sciences,18607
